STATION,STATION_NAME,DATE,MDPR,DAPR,PRCP,SNWD,SNOW,TMAX,TMIN,TOBS,WT01,WT02,WT08,WT03
GHCND:US1CALA0036,PASADENA 2.0 SE CA US,20150125,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1CALA0036,PASADENA 2.0 SE CA US,20150126,-9999,-9999,18,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1CALA0036,PASADENA 2.0 SE CA US,20150127,-9999,-9999,23,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1CALA0036,PASADENA 2.0 SE CA US,20150128,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1CALA0036,PASADENA 2.0 SE CA US,20150129,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1CALA0036,PASADENA 2.0 SE CA US,20150130,-9999,-9999,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1CALA0036,PASADENA 2.0 SE CA US,20150131,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1CALA0036,PASADENA 2.0 SE CA US,20150201,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1CALA0036,PASADENA 2.0 SE CA US,20150202,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1CALA0036,PASADENA 2.0 SE CA US,20150203,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1CALA0036,PASADENA 2.0 SE CA US,20150204,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1CALA0036,PASADENA 2.0 SE CA US,20150205,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1CALA0036,PASADENA 2.0 SE CA US,20150206,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1CALA0036,PASADENA 2.0 SE CA US,20150207,-9999,-9999,13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1CALA0036,PASADENA 2.0 SE CA US,20150208,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1CALA0036,PASADENA 2.0 SE CA US,20150209,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1CALA0036,PASADENA 2.0 SE CA US,20150210,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1CALA0036,PASADENA 2.0 SE CA US,20150211,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1CALA0036,PASADENA 2.0 SE CA US,20150212,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1CALA0036,PASADENA 2.0 SE CA US,20150213,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1CALA0036,PASADENA 2.0 SE CA US,20150214,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1CALA0036,PASADENA 2.0 SE CA US,20150215,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1CALA0036,PASADENA 2.0 SE CA US,20150217,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1CALA0036,PASADENA 2.0 SE CA US,20150218,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1CALA0036,PASADENA 2.0 SE CA US,20150219,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1CALA0036,PASADENA 2.0 SE CA US,20150221,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1CALA0036,PASADENA 2.0 SE CA US,20150222,-9999,-9999,137,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1CALA0036,PASADENA 2.0 SE CA US,20150223,-9999,-9999,86,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1CALA0036,PASADENA 2.0 SE CA US,20150224,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1CALA0036,PASADENA 2.0 SE CA US,20150225,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1CALA0036,PASADENA 2.0 SE CA US,20150226,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1CALA0036,PASADENA 2.0 SE CA US,20150227,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1CALA0036,PASADENA 2.0 SE CA US,20150228,-9999,-9999,8,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1CALA0036,PASADENA 2.0 SE CA US,20150301,-9999,-9999,53,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1CALA0036,PASADENA 2.0 SE CA US,20150302,-9999,-9999,79,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1CALA0036,PASADENA 2.0 SE CA US,20150303,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1CALA0036,PASADENA 2.0 SE CA US,20150304,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1CALA0036,PASADENA 2.0 SE CA US,20150305,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1CALA0036,PASADENA 2.0 SE CA US,20150306,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1CALA0036,PASADENA 2.0 SE CA US,20150307,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1CALA0036,PASADENA 2.0 SE CA US,20150308,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1CALA0036,PASADENA 2.0 SE CA US,20150309,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1CALA0036,PASADENA 2.0 SE CA US,20150310,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1CALA0036,PASADENA 2.0 SE CA US,20150311,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1CALA0036,PASADENA 2.0 SE CA US,20150312,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1CALA0036,PASADENA 2.0 SE CA US,20150313,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1CALA0036,PASADENA 2.0 SE CA US,20150314,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1CALA0036,PASADENA 2.0 SE CA US,20150315,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1CALA0036,PASADENA 2.0 SE CA US,20150316,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1CALA0036,PASADENA 2.0 SE CA US,20150317,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1CALA0036,PASADENA 2.0 SE CA US,20150318,-9999,-9999,10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1CALA0036,PASADENA 2.0 SE CA US,20150319,-9999,-9999,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
